product_name 
Gigabyte Geforce Gtx 1660 Super Directx 12 Gv-N166Sgaming Oc-6Gd 6Gb 192-Bit Gddr6 Pci Express 3.0 X16 Atx Video Card
Msi Geforce Gtx 1050 Ti Directx 12 Gtx 1050 Ti Gaming 4G 4Gb 128-Bit Gddr5 Pci Express 3.0 X16 Hdcp Ready Video Card
Msi Geforce Gtx 1660 Ti Directx 12 Gtx 1660 Ti Gaming X 6G 6Gb 192-Bit Gddr6 Pci Express 3.0 X16 Hdcp Ready Video Card
Evga Geforce Gtx 1660 Xc Gaming| 06G-P4-1163-Kr| 6Gb Gddr5| Hdb Fan
Msi Geforce Gtx 1650 Directx 12 Gtx 1650 Ventus Xs 4G Oc 4Gb 128-Bit Gddr5 Pci Express 3.0 X16 Hdcp Ready Video Card
Gigabyte Geforce Gtx 1650 Directx 12 Gv-N1656Wf2Oc-4Gd 4Gb 128-Bit Gddr6 Pci Express 3.0 X16 Atx Video Card
Evga Geforce Gtx 1080 Ti Gaming 11Gb Video Card 11G-P4-5390-Kr Graphics Gpu
Evga Geforce Gtx 1660 Ti Sc Ultra Gaming| 06G-P4-1667-Kr| 6Gb Gddr6| Dual Fan| Metal Backplate
Asus Geforce Gtx 1660 Super Overclocked 6Gb Dual-Fan Evo Edition Vr Ready Hdmi Displayport Dvi Graphics Card (Dual-Gtx1660S-O6G-Evo)
Gigabyte Geforce Gtx 1660 Super Mini Itx Oc 6G Graphics Card| 170Mm Compact Size| 6Gb 192-Bit Gddr6| Gv-N166Sixoc-6Gd Video Card
Evga Geforce Gtx 1650 Xc Gaming Video Card| 04G-P4-1153-Kr| 4Gb Gddr5
Evga Geforce Gtx 1650 Sc Ultra Gaming| 04G-P4-1057-Kr| 4Gb Gddr5| Dual Fan| Metal Backplate
Gigabyte Geforce Gtx 1650 Super Directx 12 Gv-N165Soc-4Gd 4Gb 128-Bit Gddr6 Pci Express 3.0 X16 Video Card
Evga Geforce Gtx 1060 6Gb Ssc Gaming Acx 3.0| 6Gb Gddr5| Led| Dx12 Osd Support (Pxoc)| 06G-P4-6267-Kr
Msi Geforce Gtx 1070 Ti Directx 12 Gtx 1070 Ti Titanium 8G 8Gb 256-Bit Gddr5 Pci Express 3.0 X16 Hdcp Ready Sli Support Atx Video Card - (Oem Packaging And Manual)
Evga Geforce Gtx 1660 Ti Xc Black Gaming| 06G-P4-1261-Kr| 6Gb Gddr6| Hdb Fan
Evga Geforce Gtx 1080 Ti Sc2 Gaming| 11G-P4-6593-Kr| 11Gb Gddr5X| Icx Technology - 9 Thermal Sensors & Rgb Led G/P/M Oem Edition (No Packaging And Accessories)
