product_name 
Nvidia Geforce Gtx 1080 8Gb Gddr5X Hp 909247-001 Gaming Video Card Graphics Gpu
Nvidia Geforce Gtx 1080 Founders Edition| 8Gb Gddr5X Pci Express 3.0 Graphics Card
Evga Geforce Gtx 1080 Ti Gaming 11Gb Video Card 11G-P4-5390-Kr Graphics Gpu
Evga Geforce Gtx 1080 Ftw Gaming Acx 3.0| 08G-P4-6286-Kr| 8Gb Gddr5X| Rgb Led| 10Cm Fan| 10 Power Phases| Double Bios| Dx12 Osd Support (Pxoc)
Msi Geforce Gtx 1660 Super Directx 12 Gtx 1660 Super Gaming X 6Gb 192-Bit Gddr6 Pci Express 3.0 X16 Hdcp Ready Video Card
Msi Geforce Gtx 1050 Ti Directx 12 Gtx 1050 Ti Gaming X 4G 4Gb 128-Bit Gddr5 Pci Express 3.0 X16 Hdcp Ready Atx Video Card
Msi Geforce Gtx 1660 Super Directx 12 Gtx 1660 Super Ventus Xs Oc 6Gb 192-Bit Gddr6 Pci Express 3.0 X16 Hdcp Ready Video Card
Evga Geforce Gtx 1660 Sc Ultra Gaming| 06G-P4-1067-Kr| 6Gb Gddr5| Dual Fan| Metal Backplate
Msi Geforce Gtx 1650 Super Directx 12 Gtx 1650 Super Gaming X 4Gb 128-Bit Gddr6 Pci Express 3.0 X16 Hdcp Ready Video Card
Gigabyte Geforce Gtx 1050 Ti Directx 12 Gv-N105Toc-4Gd 4Gb 128-Bit Gddr5 Pci Express 3.0 X16 Atx Video Cards
Evga Geforce Gtx 1660 Black Gaming Video Card| 06G-P4-1160-Kr| 6Gb Gddr5| Single Fan
Evga Geforce Gtx 1650 Super Sc Ultra Gaming Video Card| 04G-P4-1357-Kr| 4Gb Gddr6| Dual Fan| Metal Backplate
Msi Geforce Gtx 1050 Ti Directx 12 Gtx 1050 Ti 4Gt Lp 4Gb 128-Bit Gddr5 Pci Express 3.0 X16 Hdcp Ready Low Profile Video Card
Gigabyte Geforce Gtx 1650 Super Windforce Oc 4G Graphics Card| 2 X Windforce Fans| 4Gb 128-Bit Gddr6| Gv-N165Swf2Oc-4Gd Video Card
Gigabyte Geforce Gtx 1650 Oc 4G Graphics Card| 2 X Windforce Fans| 4Gb 128-Bit Gddr5| Gv-N1650Oc-4Gd Video Card
Gigabyte Geforce Gtx 1050 Ti Directx 12 Gv-N105Td5-4Gd 4Gb 128-Bit Gddr5 Pci Express 3.0 X16 Atx Video Cards
Msi Geforce Gtx 1650 Directx 12 Gtx 1650 4Gt Lp Oc 4Gb 128-Bit Gddr5 Pci Express 3.0 X16 Hdcp Ready Low Profile Video Card
Nvidia Geforce Gtx 1080 8Gb Gddr5X Hp 909247-001 Gaming Video Card Graphics Gpu
Gigabyte Geforce Gtx 1050 Ti Oc Low Profile 4Gb Video Card| Gv-N105Toc-4Gl
Asus Geforce Gtx 1660 Super Overclocked 6Gb Phoenix Fan Edition Hdmi Dp Dvi Graphics Card (Ph-Gtx1660S-O6G)
Asus Geforce Gtx 1650 4Gb Phoenix Fan Overclocked Edition Hdmi Dp Dvi Graphics Card (Ph-Gtx1650-O4G)
Msi Geforce Gtx 1050 Ti Directx 12 Gtx 1050 Ti 4Gt Oc 4Gb 128-Bit Gddr5 Pci Express 3.0 X16 Hdcp Ready Atx Video Card
Evga Geforce Gtx 1660 Super Sc Ultra Gaming| 06G-P4-1068-Kr| 6Gb Gddr6| Dual Fan| Metal Backplate
